"district_name","district_code","first_year","year","second_year","grade_pk","grade_k","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","grade_sp","total_enrollment","total_teachers","pct_teachers_licensed","student_teacher_ratio","pct_experienced_teachers","pct_teachers_without_waiver","pct_teaching_in_field","total_core_academic_classes","pct_core_classes_taught_by_exp_teachers","salary_total","average_salary","in_district_exp","total_in_district_fte","in_district_exp_per_pupil","total_exp","total_pupil_ftes","total_exp_per_pupil","sci_advanced_proficient_number","sci_advanced_proficient_pct","sci_advanced_number","sci_advanced_pct","sci_proficient_number","sci_proficient_pct","sci_needs_imp_number","sci_needs_imp_pct","sci_warning_failing_number","sci_warning_failing_pct","sci_student_included","ela_advanced_proficient_number","ela_advanced_proficient_pct","ela_advanced_number","ela_advanced_pct","ela_proficient_number","ela_proficient_pct","ela_needs_imp_number","ela_needs_imp_pct","ela_warning_failing_number","ela_warning_failing_pct","ela_student_included","mth_advanced_proficient_number","mth_advanced_proficient_pct","mth_advanced_number","mth_advanced_pct","mth_proficient_number","mth_proficient_pct","mth_needs_imp_number","mth_needs_imp_pct","mth_warning_failing_number","mth_warning_failing_pct","mth_student_included","sat_tests_taken","sat_reading_writing","sat_math","ap_tests_taken","ap_1","ap_2","ap_3","ap_4","ap_5","ap_score_1_2_pct","ap_score_3_5_pct","contract_length","year_1","year_2","year_3","cola_2015_16","cola_2016_17","cola_2017_18","cola_2018_19","cola_2019_20","cola_2020_21","cola_2021_22","cola_2022_23","cola_2023_24","upper_left_2015_16","upper_left_2016_17","upper_left_2017_18","upper_left_2018_19","upper_left_2019_20","upper_left_2020_21","upper_left_2021_22","upper_left_2022_23","upper_left_2023_24","lower_right_2015_16","lower_right_2016_17","lower_right_2017_18","lower_right_2018_19","lower_right_2019_20","lower_right_2020_21","lower_right_2021_22","lower_right_2022_23","lower_right_2023_24","salary_avg_2015_16","salary_avg_2016_17","salary_avg_2017_18","salary_avg_2018_19","salary_avg_2019_20","salary_avg_2020_21","salary_avg_2021_22","salary_avg_2022_23","salary_avg_2023_24","num_steps","num_lanes","avg_pct_increase_steps","pct_increase_last_step","avg_pct_increase_lanes","pct_increase_bachelors_masters","pct_increase_masters_doctorate","longevity_start_year","longevity_end_year","longevity_min_pay","longevity_max_pay","num_days_with_students","num_days_without_students_teachers","num_days_without_students_guidance","num_days_without_students_nurses","nurses_unionized","pct_health_insurance_paid","personal_days_annually","personal_days_carry_over","personal_days_carry_over_max","personal_days_paid_for_unused","personal_days_paid_for_unused_rate","sick_days","sick_days_buy_back","sick_days_buy_back_rate","sick_leave_bank","sick_leave_bank_cap","bereavement_days","religious_days","other_days","comp_for_attendance","guidance_max_ration_hs","max_class_size_ratio_elementary","max_student_ratio_hs","special_ed_ratio_elementary","special_ed_ratio_hs","children_of_teachers_attending","length_of_workday_elementary","length_of_workday_hs","early_retirement_incentives","unit_b","tuition_reimbursement","first_lang_not_eng","first_lang_not_eng_pct","english_learner","english_learner_pct","disabled","disabled_pct","high_need","high_need_pct","low_income","low_income_pct","league","city","county"
"Brookfield",450000,2021,"2021-22",2022,19,32,39,36,37,37,37,42,0,0,0,0,0,0,0,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,1,0.4,33,11.8,128,45.9,111,39.8,NA,"Fiskdale","Worcester"
"Brookline",460000,2018,"2018-19",2019,251,603,615,574,645,680,605,665,571,545,554,542,489,499,17,7855,645.8,0.993,12.2,0.838,0.941,0.948,NA,NA,63684809,98614,152516727,7831.4,19475.03,157466500.46,7904.2,19921.88,441,90,316,64,125,25,43,9,8,2,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,627,638,1112,13,68,157,327,547,7.3,92.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,31.8,867,11,1248,15.8,2824,35.7,728,9.3,"Bay State","Brookline","Norfolk"
"Brookline",460000,2019,"2019-20",2020,252,600,613,613,574,627,654,582,618,561,521,557,512,474,19,7777,664.7,0.992,11.7,0.845,0.948,0.936,NA,NA,66497541,100041,155846461,7863.5,19818.97,162641415,7939,20486.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,606,624,867,16,36,160,262,393,6,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447,31.5,858,11,1277,16.3,2841,36.2,713,9.2,"Bay State","Brookline","Norfolk"
"Brookline",460000,2020,"2020-21",2021,153,488,501,505,545,495,543,568,503,555,509,490,515,503,18,6891,674.6,0.987,10.2,0.843,0.948,0.96,NA,NA,NA,NA,161213396,7830.7,20587.35,168038043,7905.6,21255.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,639,652,757,12,49,150,255,291,8.1,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,29.1,649,9.4,1183,17,2462,35.4,747,10.8,"Bay State","Brookline","Norfolk"
"Brookline",460000,2021,"2021-22",2022,255,501,516,507,479,534,480,503,553,513,544,509,492,518,24,6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,29.5,622,9,1220,17.5,2634,37.7,967,14,"Bay State","Brookline","Norfolk"
"Brookline",460000,2015,"2015-16",2016,257,633,696,621,704,598,553,610,543,507,500,507,480,446,13,7668,597,0.99,12.8,NA,NA,NA,3302,0.995,56142695,93727,NA,NA,NA,NA,NA,NA,409,90,306,68,103,23,31,7,12,3,452,469,96,365,75,104,21,11,2,8,2,488,451,92,402,82,49,10,25,5,13,3,489,NA,NA,NA,811,5,39,133,263,371,5.4,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2333,30.4,757,9.9,1198,15.5,2490,32.3,631,8.2,"Bay State","Brookline","Norfolk"
"Brookline",460000,2016,"2016-17",2017,262,582,627,678,633,677,584,549,576,531,500,509,492,479,16,7695,610.1,0.997,12.6,NA,NA,NA,3656,1,61973456,101413,140397405,7640.1,18376.38,145458631,7710,18866.23,396,87,260,57,136,30,53,12,7,2,456,474,98,372,77,102,21,7,1,3,1,484,442,92,376,78,66,14,28,6,12,2,482,515,623,642,960,10,69,174,319,388,8.2,91.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379,30.9,827,10.7,1186,15.3,2539,32.8,742,9.6,"Bay State","Brookline","Norfolk"
"Brookline",460000,2017,"2017-18",2018,257,609,566,631,691,621,660,585,550,568,531,510,497,506,19,7801,626.1,0.99,12.5,0.831,0.943,NA,NA,NA,60085735,95208,146378463,7711.6,18981.59,151978958,7782.8,19527.54,390,88,259,58,131,30,41,9,13,3,444,470,98,358,74,112,23,5,1,6,1,481,444,93,357,75,87,18,25,5,10,2,479,503,622,637,1162,9,69,213,350,521,6.7,93.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2393,30.7,839,10.8,1215,15.5,2623,33.4,846,10.8,"Bay State","Brookline","Norfolk"
"Burlington",480000,2017,"2017-18",2018,94,299,310,297,254,238,266,253,272,276,229,251,251,230,0,3520,322.2,0.998,10.9,0.868,0.953,NA,NA,NA,32063224,98474,66817171,3511.7,19027.02,74614292,3621,20605.99,193,82,87,37,106,45,33,14,8,3,234,239,95,142,56,97,38,8,3,5,2,252,204,81,138,55,66,26,34,13,14,6,252,293,562,562,462,42,90,135,115,80,28.6,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,18.1,169,4.8,475,13.2,963,26.7,399,11.3,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2016,"2016-17",2017,118,310,282,264,236,269,244,271,273,277,241,249,232,255,0,3521,308.7,0.997,11.4,NA,NA,NA,1441,0.989,31544308,101854,63829710,3475.9,18363.51,71086043,3578.3,19865.87,168,72,64,27,104,44,60,26,6,3,234,241,95,123,49,118,47,7,3,5,2,253,221,87,134,53,87,34,24,9,9,4,254,313,577,577,463,40,95,131,127,70,29.2,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,17.1,149,4.2,487,13.5,914,25.3,353,10,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2015,"2015-16",2016,136,268,254,241,270,243,266,279,272,293,248,232,257,249,0,3508,304.4,1,11.5,NA,NA,NA,1412,0.965,29737101,94982,NA,NA,NA,NA,NA,NA,173,77,62,27,111,49,47,21,6,3,226,222,93,128,54,94,39,11,5,5,2,238,206,87,153,64,53,22,23,10,9,4,238,NA,NA,NA,406,24,60,110,111,101,20.7,79.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,15.7,104,3,496,13.8,887,24.8,334,9.5,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2019,"2019-20",2020,103,265,296,298,297,284,259,244,272,254,221,224,244,248,0,3509,311.5,0.995,11.3,0.923,0.974,0.952,NA,NA,31354718,100657,71076670.36,3531.1,20128.76,80497849.04,3650.5,22051.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,559,556,469,38,92,118,148,73,27.7,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,20.1,170,4.8,501,13.9,1051,29.2,445,12.7,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2018,"2018-19",2019,106,299,294,301,283,265,247,269,251,267,217,237,247,250,0,3533,314.9,0.998,11.2,0.91,0.957,0.942,NA,NA,31371822,99309,69835113.91,3511.4,19888.11,78897855.19,3627.5,21749.93,183,82,78,35,105,47,30,13,10,4,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,571,563,467,28,74,137,133,95,21.8,78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,18.3,148,4.2,495,13.7,1007,27.8,403,11.4,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2021,"2021-22",2022,89,277,268,279,277,290,290,276,249,238,234,211,223,239,0,3440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,22.5,209,6.1,540,15.3,1243,35.3,707,20.6,"Middlesex","Burlington","Middlesex"
"Burlington",480000,2020,"2020-21",2021,73,260,269,282,286,297,277,256,239,256,205,218,229,241,0,3388,315.4,0.995,10.7,0.909,0.97,0.953,NA,NA,NA,NA,73138783.45,3517.4,20793.42,82653523.55,3625.2,22799.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,540,534,245,23,43,71,72,36,26.9,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,20.4,171,5,493,14.2,1072,30.9,515,15.2,"Middlesex","Burlington","Middlesex"
"Cambridge",490000,2015,"2015-16",2016,517,628,579,525,519,415,440,380,355,385,465,493,464,440,2,6607,650.5,0.976,10.2,NA,NA,NA,3069,0.949,54449757,82409,NA,NA,NA,NA,NA,NA,320,74,160,37,160,37,102,24,12,3,434,421,89,222,47,199,42,48,10,3,1,472,371,78,262,55,109,23,74,16,29,6,474,NA,NA,NA,594,36,64,127,156,211,16.8,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,28,536,8.1,1463,21.6,3161,46.7,1833,27.7,NA,"Cambridge","Middlesex"
"Cambridge",490000,2016,"2016-17",2017,570,597,550,557,495,507,409,400,398,355,491,511,490,462,2,6794,641.4,0.99,10.6,NA,NA,NA,2969,0.956,58025150,88737,173363037,6521.4,26583.71,201512889,7177.1,28077.2,309,74,143,34,166,40,80,19,29,7,418,406,88,211,46,195,42,39,8,18,4,463,375,80,259,55,116,25,60,13,33,7,468,540,570,576,675,32,91,120,186,246,18.2,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,27.6,540,7.9,1502,21.6,3226,46.3,1932,28.4,NA,"Cambridge","Middlesex"
"Cambridge",490000,2017,"2017-18",2018,569,646,573,540,511,467,485,366,397,395,484,486,507,485,3,6914,670.7,0.987,10.3,0.823,0.893,NA,NA,NA,60295729,88191,182112162,6800.7,26778.44,212707498,7427.4,28638.22,322,72,158,36,164,37,96,22,27,6,445,437,92,220,46,217,45,26,5,14,3,477,383,80,264,55,119,25,59,12,34,7,476,558,570,572,636,35,83,138,169,211,18.6,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,27.4,557,8.1,1570,22.2,3345,47.3,2070,29.9,NA,"Cambridge","Middlesex"
"Cambridge",490000,2018,"2018-19",2019,561,622,613,533,532,501,474,461,371,401,512,493,483,493,2,7052,676.6,0.982,10.4,0.834,0.896,0.914,NA,NA,64052625,92884,191472825.72,6938,27597.7,224445900.62,7603.3,29519.54,288,69,179,43,109,26,106,25,25,6,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,557,563,706,35,99,173,200,199,19,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,27.3,563,8,1590,22.1,3430,47.6,2014,28.6,NA,"Cambridge","Middlesex"
"Cambridge",490000,2019,"2019-20",2020,571,630,581,585,513,514,487,418,436,379,494,512,471,494,6,7091,724.2,0.977,9.8,0.81,0.907,0.911,NA,NA,68760281,94947,196730109.39,7063.1,27853.22,230271785.03,7741.4,29745.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,561,560,736,46,104,172,197,217,20.4,79.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,28.1,534,7.5,1596,22.1,3379,46.7,1975,27.9,NA,"Cambridge","Middlesex"
"Cambridge",490000,2020,"2020-21",2021,448,591,531,525,534,481,477,424,403,417,428,478,476,451,14,6678,769.3,0.977,8.7,0.815,0.91,0.935,NA,NA,NA,NA,205669429.95,7104.4,28949.58,241963661.99,7768.6,31146.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,615,601,758,62,112,173,216,195,23,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1845,27.6,392,5.9,1574,23.1,3289,48.2,2101,31.5,NA,"Cambridge","Middlesex"
"Cambridge",490000,2021,"2021-22",2022,455,546,567,494,512,508,462,388,411,402,498,426,452,469,22,6612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,30.5,424,6.4,1521,22.6,3525,52.3,2535,38.3,NA,"Cambridge","Middlesex"
"Canton",500000,2015,"2015-16",2016,78,229,219,284,251,244,252,279,273,258,241,259,218,222,1,3308,239.7,0.99,13.8,NA,NA,NA,1354,0.984,19709158,80870,NA,NA,NA,NA,NA,NA,209,89,110,47,99,42,23,10,3,1,235,251,98,163,63,88,34,5,2,1,0,257,227,88,171,67,56,22,23,9,7,3,257,NA,NA,NA,462,51,100,140,110,61,32.7,67.3,3,"2019-2020","2020-2021","2021-2022",NA,NA,NA,NA,NA,0.03,0.02,NA,NA,NA,NA,NA,NA,51617,53165,54229,NA,NA,NA,NA,NA,NA,102655,105734,107849,NA,NA,NA,NA,NA,NA,76222,78505,80076,NA,NA,16,6,0.03232871,0.01000111336,0.0452,0.0615,0.1749,12,35,1450,3500,180,3,NA,2,1,0.75,3,1,5,NA,NA,15,1,70,1,1,9,2,NA,1,NA,25,16.5,NA,NA,NA,6.83,6.83,1,0,NA,146,4.4,60,1.8,448,13.3,810,24.1,384,11.6,"Hockomock","Canton","Norfolk"
